start_station_name,end_station_name,trip_count
7 St & Monroe St,Clinton St & 7 St,302
7 St & Monroe St,Clinton St & Newark St,242
7 St & Monroe St,Columbus Dr at Exchange Pl,42
7 St & Monroe St,Columbus Drive,12
7 St & Monroe St,Columbus Park - Clinton St & 9 St,175
7 St & Monroe St,Communipaw & Berry Lane,3
7 St & Monroe St,Dey St,1
7 St & Monroe St,Dixon Mills,3
7 St & Monroe St,Essex Light Rail,4
7 St & Monroe St,Fairmount Ave,3
7 St & Monroe St,Grand St,10
7 St & Monroe St,Grand St & 14 St,433
7 St & Monroe St,Grove St PATH,30
7 St & Monroe St,Hamilton Park,100
7 St & Monroe St,Harborside,33
7 St & Monroe St,Heights Elevator,43
7 St & Monroe St,Hilltop,16
7 St & Monroe St,Hoboken Ave at Monmouth St,169
7 St & Monroe St,Hoboken Terminal - Hudson St & Hudson Pl,1076
7 St & Monroe St,Hoboken Terminal - River St & Hudson Pl,842
7 St & Monroe St,Hudson St & 4 St,361
7 St & Monroe St,JC Medical Center,5
7 St & Monroe St,Jersey & 3rd,6
7 St & Monroe St,Jersey & 6th St,13
7 St & Monroe St,Journal Square,2
7 St & Monroe St,Lafayette Park,3
7 St & Monroe St,Leonard Gordon Park,5
7 St & Monroe St,Liberty Light Rail,16
7 St & Monroe St,Madison St & 1 St,307
7 St & Monroe St,Madison St & 10 St,120
7 St & Monroe St,Mama Johnson Field - 4 St & Jackson St,110
7 St & Monroe St,Manila & 1st,37
7 St & Monroe St,Marin Light Rail,11
7 St & Monroe St,Marshall St & 2 St,161
7 St & Monroe St,McGinley Square,1
7 St & Monroe St,Monmouth and 6th,14
7 St & Monroe St,Montgomery St,4
7 St & Monroe St,Morris Canal,4
7 St & Monroe St,Newark Ave,22
7 St & Monroe St,Newport PATH,44
7 St & Monroe St,Newport Pkwy,73
7 St & Monroe St,Oakland Ave,7
7 St & Monroe St,Paulus Hook,10
7 St & Monroe St,Pershing Field,18
7 St & Monroe St,Riverview Park,21
7 St & Monroe St,Sip Ave,3
7 St & Monroe St,South Waterfront Walkway - Sinatra Dr & 1 St,691
7 St & Monroe St,Southwest Park - Jackson St & Observer Hwy,163
7 St & Monroe St,Stevens - River Ter & 6 St,208
7 St & Monroe St,Van Vorst Park,7
7 St & Monroe St,W 21 St & 6 Ave,1
7 St & Monroe St,Warren St,30
7 St & Monroe St,Washington St,45
7 St & Monroe St,Willow Ave & 12 St,192
8 St & Washington St,11 St & Washington St,358
8 St & Washington St,12 St & Sinatra Dr N,457
8 St & Washington St,14 St Ferry - 14 St & Shipyard Ln,640
8 St & Washington St,4 St & Grand St,179
8 St & Washington St,5 Corners Library,5
8 St & Washington St,6 St & Grand St,126
8 St & Washington St,7 St & Monroe St,212
8 St & Washington St,8 St & Washington St,841
8 St & Washington St,9 St HBLR - Jackson St & 8 St,604
8 St & Washington St,Adams St & 11 St,196
8 St & Washington St,Adams St & 2 St,194
8 St & Washington St,Astor Place,1
8 St & Washington St,Baldwin at Montgomery,12
8 St & Washington St,Bergen Ave,1
8 St & Washington St,Bergen Ave & Sip Ave,1
8 St & Washington St,Bergen Ave & Stegman St,1
8 St & Washington St,Bloomfield St & 15 St,486
8 St & Washington St,Brunswick & 6th,22
8 St & Washington St,Brunswick St,14
8 St & Washington St,Cabrini Blvd & W 177 St,1
8 St & Washington St,Christ Hospital,6
8 St & Washington St,Church Sq Park - 5 St & Park Ave,162
8 St & Washington St,City Hall,16
8 St & Washington St,City Hall - Washington St & 1 St,1183
8 St & Washington St,Clinton St & 7 St,434
8 St & Washington St,Clinton St & Newark St,317
8 St & Washington St,Columbus Dr at Exchange Pl,22
8 St & Washington St,Columbus Drive,30
8 St & Washington St,Columbus Park - Clinton St & 9 St,269
8 St & Washington St,Communipaw & Berry Lane,2
8 St & Washington St,Dey St,6
8 St & Washington St,Dixon Mills,17
8 St & Washington St,Essex Light Rail,7
8 St & Washington St,Grand St,23
8 St & Washington St,Grand St & 14 St,339
8 St & Washington St,Grove St PATH,44
8 St & Washington St,Hamilton Park,79
8 St & Washington St,Harborside,49
8 St & Washington St,Heights Elevator,130
8 St & Washington St,Hilltop,13
8 St & Washington St,Hoboken Ave at Monmouth St,140
8 St & Washington St,Hoboken Terminal - Hudson St & Hudson Pl,1255
8 St & Washington St,Hoboken Terminal - River St & Hudson Pl,1587
8 St & Washington St,Hudson St & 4 St,434
8 St & Washington St,JC Medical Center,6
8 St & Washington St,Jersey & 3rd,16
8 St & Washington St,Jersey & 6th St,20
8 St & Washington St,Journal Square,7
8 St & Washington St,Lafayette Park,6
8 St & Washington St,Leonard Gordon Park,32
8 St & Washington St,Liberty Light Rail,15
8 St & Washington St,Lincoln Park,2
8 St & Washington St,Madison St & 1 St,247
8 St & Washington St,Madison St & 10 St,444
8 St & Washington St,Mama Johnson Field - 4 St & Jackson St,73
8 St & Washington St,Manila & 1st,26
8 St & Washington St,Marin Light Rail,27
8 St & Washington St,Marshall St & 2 St,162
8 St & Washington St,McGinley Square,1
8 St & Washington St,Monmouth and 6th,15
8 St & Washington St,Montgomery St,5
8 St & Washington St,Morris Canal,6
8 St & Washington St,Mott St & Prince St,1
8 St & Washington St,Murray St & West St,1
8 St & Washington St,Newark Ave,17
8 St & Washington St,Newport PATH,84
8 St & Washington St,Newport Pkwy,133
8 St & Washington St,Oakland Ave,63
8 St & Washington St,Park Pl & Church St,7
8 St & Washington St,Paulus Hook,9
8 St & Washington St,Pershing Field,36
8 St & Washington St,Riverview Park,82
8 St & Washington St,Sip Ave,2
8 St & Washington St,South Waterfront Walkway - Sinatra Dr & 1 St,1107
8 St & Washington St,Southwest Park - Jackson St & Observer Hwy,179
8 St & Washington St,Stevens - River Ter & 6 St,103
8 St & Washington St,Van Vorst Park,18
8 St & Washington St,Vesey Pl & River Terrace,2
8 St & Washington St,Vesey St & Church St,1
8 St & Washington St,W 34 St & Hudson Blvd E,1
8 St & Washington St,W 45 St & 8 Ave,2
8 St & Washington St,W 48 St &  Rockefeller Plaza,1
8 St & Washington St,W Broadway & Spring St,1
8 St & Washington St,Warren St,47
8 St & Washington St,Washington St,54
8 St & Washington St,West St & Chambers St,1
8 St & Washington St,Willow Ave & 12 St,337
9 St HBLR - Jackson St & 8 St,11 St & Washington St,479
9 St HBLR - Jackson St & 8 St,12 St & Sinatra Dr N,285
9 St HBLR - Jackson St & 8 St,14 St Ferry - 14 St & Shipyard Ln,322
9 St HBLR - Jackson St & 8 St,4 St & Grand St,121
9 St HBLR - Jackson St & 8 St,5 Corners Library,2
9 St HBLR - Jackson St & 8 St,6 Ave & W 33 St,1
9 St HBLR - Jackson St & 8 St,6 Ave & W 34 St,1
9 St HBLR - Jackson St & 8 St,6 St & Grand St,112
9 St HBLR - Jackson St & 8 St,7 St & Monroe St,443
9 St HBLR - Jackson St & 8 St,8 Ave & W 33 St,1
9 St HBLR - Jackson St & 8 St,8 St & Washington St,578
9 St HBLR - Jackson St & 8 St,9 St HBLR - Jackson St & 8 St,546
9 St HBLR - Jackson St & 8 St,Adams St & 11 St,147
9 St HBLR - Jackson St & 8 St,Adams St & 2 St,129
9 St HBLR - Jackson St & 8 St,Baldwin at Montgomery,3
9 St HBLR - Jackson St & 8 St,Bergen Ave,1
9 St HBLR - Jackson St & 8 St,Bergen Ave & Sip Ave,1
9 St HBLR - Jackson St & 8 St,Bergen Ave & Stegman St,13
9 St HBLR - Jackson St & 8 St,Bloomfield St & 15 St,333
9 St HBLR - Jackson St & 8 St,Broadway & W 160 St,1
9 St HBLR - Jackson St & 8 St,Brunswick & 6th,13
9 St HBLR - Jackson St & 8 St,Brunswick St,4
9 St HBLR - Jackson St & 8 St,Christ Hospital,15
9 St HBLR - Jackson St & 8 St,Church Sq Park - 5 St & Park Ave,371
9 St HBLR - Jackson St & 8 St,City Hall,13
9 St HBLR - Jackson St & 8 St,City Hall - Washington St & 1 St,668
9 St HBLR - Jackson St & 8 St,Clinton St & 7 St,200
9 St HBLR - Jackson St & 8 St,Clinton St & Newark St,132
9 St HBLR - Jackson St & 8 St,Columbus Dr at Exchange Pl,44
9 St HBLR - Jackson St & 8 St,Columbus Drive,23
9 St HBLR - Jackson St & 8 St,Columbus Park - Clinton St & 9 St,309
9 St HBLR - Jackson St & 8 St,Communipaw & Berry Lane,6
9 St HBLR - Jackson St & 8 St,Dey St,1
9 St HBLR - Jackson St & 8 St,Dixon Mills,7
9 St HBLR - Jackson St & 8 St,Essex Light Rail,5
9 St HBLR - Jackson St & 8 St,Glenwood Ave,1
9 St HBLR - Jackson St & 8 St,Grand St,12
9 St HBLR - Jackson St & 8 St,Grand St & 14 St,549
9 St HBLR - Jackson St & 8 St,Grove St PATH,23
9 St HBLR - Jackson St & 8 St,Hamilton Park,64
9 St HBLR - Jackson St & 8 St,Harborside,58
9 St HBLR - Jackson St & 8 St,Heights Elevator,129
9 St HBLR - Jackson St & 8 St,Hilltop,36
9 St HBLR - Jackson St & 8 St,Hoboken Ave at Monmouth St,78
9 St HBLR - Jackson St & 8 St,Hoboken Terminal - Hudson St & Hudson Pl,792
9 St HBLR - Jackson St & 8 St,Hoboken Terminal - River St & Hudson Pl,678
9 St HBLR - Jackson St & 8 St,Hudson St & 4 St,301
9 St HBLR - Jackson St & 8 St,JC Medical Center,9
9 St HBLR - Jackson St & 8 St,Jackson Square,5
9 St HBLR - Jackson St & 8 St,Jersey & 3rd,14
9 St HBLR - Jackson St & 8 St,Jersey & 6th St,12
9 St HBLR - Jackson St & 8 St,Journal Square,7
9 St HBLR - Jackson St & 8 St,Lafayette Park,4
9 St HBLR - Jackson St & 8 St,Leonard Gordon Park,29
9 St HBLR - Jackson St & 8 St,Liberty Light Rail,19
9 St HBLR - Jackson St & 8 St,Lincoln Park,2
9 St HBLR - Jackson St & 8 St,Madison St & 1 St,125
9 St HBLR - Jackson St & 8 St,Madison St & 10 St,186
9 St HBLR - Jackson St & 8 St,Mama Johnson Field - 4 St & Jackson St,66
9 St HBLR - Jackson St & 8 St,Manila & 1st,22
9 St HBLR - Jackson St & 8 St,Marin Light Rail,19
9 St HBLR - Jackson St & 8 St,Marshall St & 2 St,99
9 St HBLR - Jackson St & 8 St,McGinley Square,1
9 St HBLR - Jackson St & 8 St,Monmouth and 6th,13
9 St HBLR - Jackson St & 8 St,Montgomery St,18
9 St HBLR - Jackson St & 8 St,Morris Canal,5
9 St HBLR - Jackson St & 8 St,Newark Ave,34
9 St HBLR - Jackson St & 8 St,Newport PATH,103
9 St HBLR - Jackson St & 8 St,Newport Pkwy,83
9 St HBLR - Jackson St & 8 St,Oakland Ave,36
9 St HBLR - Jackson St & 8 St,Paulus Hook,10
9 St HBLR - Jackson St & 8 St,Pershing Field,58
9 St HBLR - Jackson St & 8 St,Riverview Park,45
9 St HBLR - Jackson St & 8 St,Sip Ave,2
9 St HBLR - Jackson St & 8 St,South Waterfront Walkway - Sinatra Dr & 1 St,539
9 St HBLR - Jackson St & 8 St,Southwest Park - Jackson St & Observer Hwy,116
9 St HBLR - Jackson St & 8 St,Stevens - River Ter & 6 St,379
9 St HBLR - Jackson St & 8 St,Union St,2
9 St HBLR - Jackson St & 8 St,Van Vorst Park,15
9 St HBLR - Jackson St & 8 St,W 41 St & 8 Ave,1
9 St HBLR - Jackson St & 8 St,Warren St,29
9 St HBLR - Jackson St & 8 St,Washington St,62
9 St HBLR - Jackson St & 8 St,West St & Liberty St,1
9 St HBLR - Jackson St & 8 St,West Thames St,1
9 St HBLR - Jackson St & 8 St,Willow Ave & 12 St,265
Adams St & 11 St,11 St & Washington St,221
Adams St & 11 St,12 Ave & W 40 St,1
Adams St & 11 St,12 St & Sinatra Dr N,154
Adams St & 11 St,14 St Ferry - 14 St & Shipyard Ln,306
Adams St & 11 St,4 St & Grand St,104
Adams St & 11 St,5 Corners Library,1
Adams St & 11 St,6 St & Grand St,84
Adams St & 11 St,7 St & Monroe St,98
Adams St & 11 St,8 St & Washington St,213
Adams St & 11 St,9 St HBLR - Jackson St & 8 St,132
Adams St & 11 St,Adams St & 11 St,368
Adams St & 11 St,Adams St & 2 St,135
Adams St & 11 St,Astor Place,1
Adams St & 11 St,Baldwin at Montgomery,4
Adams St & 11 St,Bergen Ave & Sip Ave,3
Adams St & 11 St,Bloomfield St & 15 St,87
Adams St & 11 St,Brunswick & 6th,14
Adams St & 11 St,Brunswick St,8
Adams St & 11 St,Christ Hospital,3
Adams St & 11 St,Church Sq Park - 5 St & Park Ave,216
Adams St & 11 St,City Hall,6
Adams St & 11 St,City Hall - Washington St & 1 St,454
Adams St & 11 St,Clinton St & 7 St,95
Adams St & 11 St,Clinton St & Newark St,177
Adams St & 11 St,Columbus Dr at Exchange Pl,57
Adams St & 11 St,Columbus Drive,4
Adams St & 11 St,Columbus Park - Clinton St & 9 St,86
Adams St & 11 St,Communipaw & Berry Lane,1
Adams St & 11 St,Dey St,1
Adams St & 11 St,Dixon Mills,2
Adams St & 11 St,Essex Light Rail,4
Adams St & 11 St,Fairmount Ave,1
Adams St & 11 St,Fulton St & Broadway,1
Adams St & 11 St,Grand St,4
Adams St & 11 St,Grand St & 14 St,150
Adams St & 11 St,Grove St PATH,10
Adams St & 11 St,Hamilton Park,19
Adams St & 11 St,Harborside,11
Adams St & 11 St,Heights Elevator,14
Adams St & 11 St,Hilltop,3
Adams St & 11 St,Hoboken Ave at Monmouth St,37
Adams St & 11 St,Hoboken Terminal - Hudson St & Hudson Pl,507
Adams St & 11 St,Hoboken Terminal - River St & Hudson Pl,392
Adams St & 11 St,Hudson St & 4 St,191
Adams St & 11 St,Jersey & 3rd,11
Adams St & 11 St,Jersey & 6th St,13
Adams St & 11 St,Journal Square,1
Adams St & 11 St,Lafayette Park,7
Adams St & 11 St,Leonard Gordon Park,7
Adams St & 11 St,Liberty Light Rail,2
Adams St & 11 St,Lincoln Park,1
Adams St & 11 St,Madison St & 1 St,122
Adams St & 11 St,Madison St & 10 St,181
Adams St & 11 St,Mama Johnson Field - 4 St & Jackson St,74
Adams St & 11 St,Manila & 1st,8
Adams St & 11 St,Marin Light Rail,6
Adams St & 11 St,Marshall St & 2 St,56
Adams St & 11 St,McGinley Square,3
Adams St & 11 St,Monmouth and 6th,3
Adams St & 11 St,Montgomery St,1
Adams St & 11 St,Morris Canal,2
Adams St & 11 St,Newark Ave,22
Adams St & 11 St,Newport PATH,30
Adams St & 11 St,Newport Pkwy,67
Adams St & 11 St,Oakland Ave,4
Adams St & 11 St,Paulus Hook,1
Adams St & 11 St,Pershing Field,18
Adams St & 11 St,Riverview Park,14
Adams St & 11 St,South Waterfront Walkway - Sinatra Dr & 1 St,344
Adams St & 11 St,Southwest Park - Jackson St & Observer Hwy,99
Adams St & 11 St,Stevens - River Ter & 6 St,65
Adams St & 11 St,Van Vorst Park,2
Adams St & 11 St,W 51 St & 6 Ave,1
Adams St & 11 St,Warren St,7
Adams St & 11 St,Washington St,20
Adams St & 11 St,Willow Ave & 12 St,71
Adams St & 2 St,11 St & Washington St,274
Adams St & 2 St,12 St & Sinatra Dr N,216
Adams St & 2 St,14 St Ferry - 14 St & Shipyard Ln,149
Adams St & 2 St,4 St & Grand St,148
Adams St & 2 St,5 Corners Library,1
Adams St & 2 St,6 St & Grand St,179
Adams St & 2 St,7 St & Monroe St,304
Adams St & 2 St,8 St & Washington St,168
Adams St & 2 St,9 St HBLR - Jackson St & 8 St,212
Adams St & 2 St,Adams St & 11 St,114
Adams St & 2 St,Adams St & 2 St,518
Adams St & 2 St,Astor Place,1
Adams St & 2 St,Baldwin at Montgomery,3
Adams St & 2 St,Bergen Ave,1
Adams St & 2 St,Bergen Ave & Sip Ave,7
Adams St & 2 St,Bloomfield St & 15 St,123
Adams St & 2 St,Brunswick & 6th,21
Adams St & 2 St,Brunswick St,32
Adams St & 2 St,Christ Hospital,23
Adams St & 2 St,Church Sq Park - 5 St & Park Ave,183
Adams St & 2 St,City Hall,22
Adams St & 2 St,City Hall - Washington St & 1 St,537
Adams St & 2 St,Clinton St & 7 St,321
Adams St & 2 St,Clinton St & Newark St,97
Adams St & 2 St,Columbus Dr at Exchange Pl,15
Adams St & 2 St,Columbus Drive,23
Adams St & 2 St,Columbus Park - Clinton St & 9 St,479
Adams St & 2 St,Communipaw & Berry Lane,1
Adams St & 2 St,Dey St,3
Adams St & 2 St,Dixon Mills,12
Adams St & 2 St,Essex Light Rail,3
Adams St & 2 St,Glenwood Ave,2
Adams St & 2 St,Grand St,22
Adams St & 2 St,Grand St & 14 St,382
Adams St & 2 St,Grove St PATH,33
Adams St & 2 St,Hamilton Park,74
Adams St & 2 St,Harborside,34
Adams St & 2 St,Heights Elevator,40
Adams St & 2 St,Hilltop,11
Adams St & 2 St,Hoboken Ave at Monmouth St,167
Adams St & 2 St,Hoboken Terminal - Hudson St & Hudson Pl,699
Adams St & 2 St,Hoboken Terminal - River St & Hudson Pl,898
Adams St & 2 St,Hudson St & 4 St,181
Adams St & 2 St,JC Medical Center,21
Adams St & 2 St,Jersey & 3rd,27
Adams St & 2 St,Jersey & 6th St,22
Adams St & 2 St,Journal Square,1
Adams St & 2 St,Lafayette Park,1
Adams St & 2 St,Leonard Gordon Park,8
Adams St & 2 St,Liberty Light Rail,13
Adams St & 2 St,Lincoln Park,2
Adams St & 2 St,Madison St & 1 St,119
Adams St & 2 St,Madison St & 10 St,321
Adams St & 2 St,Mama Johnson Field - 4 St & Jackson St,56
Adams St & 2 St,Manila & 1st,44
Adams St & 2 St,Marin Light Rail,30
Adams St & 2 St,Marshall St & 2 St,295
Adams St & 2 St,McGinley Square,2
Adams St & 2 St,Monmouth and 6th,21
Adams St & 2 St,Montgomery St,6
Adams St & 2 St,Morris Canal,18
Adams St & 2 St,Newark Ave,35
Adams St & 2 St,Newport PATH,118
Adams St & 2 St,Newport Pkwy,81
Adams St & 2 St,Oakland Ave,17
Adams St & 2 St,Paulus Hook,6
Adams St & 2 St,Pershing Field,42
Adams St & 2 St,Riverview Park,64
Adams St & 2 St,Sip Ave,1
Adams St & 2 St,South Waterfront Walkway - Sinatra Dr & 1 St,441
Adams St & 2 St,Southwest Park - Jackson St & Observer Hwy,120
Adams St & 2 St,Stevens - River Ter & 6 St,87
Adams St & 2 St,Union St,1
Adams St & 2 St,Van Vorst Park,23
Adams St & 2 St,Warren St,58
Adams St & 2 St,Washington St,81
Adams St & 2 St,Willow Ave & 12 St,294
Adams St & 2 St,York St & Marin Blvd,1
Astor Place,12 Ave & W 40 St,3
Astor Place,12 St & Sinatra Dr N,2
Astor Place,14 St Ferry - 14 St & Shipyard Ln,3
Astor Place,5 Corners Library,20
Astor Place,6 Ave & Walker St,2
Astor Place,Astor Place,336
Astor Place,Baldwin at Montgomery,83
Astor Place,Bergen Ave,93
Astor Place,Bergen Ave & Sip Ave,786
Astor Place,Bergen Ave & Stegman St,26
Astor Place,Bloomfield St & 15 St,2
Astor Place,Brunswick & 6th,13
Astor Place,Brunswick St,12
Astor Place,Christ Hospital,24
Astor Place,Church Sq Park - 5 St & Park Ave,2
Astor Place,City Hall,194
Astor Place,City Hall - Washington St & 1 St,2
Astor Place,Clinton St & 7 St,1
Astor Place,Clinton St & Newark St,2
Astor Place,Columbus Dr at Exchange Pl,63
Astor Place,Columbus Drive,29
Astor Place,Columbus Park - Clinton St & 9 St,1
Astor Place,Communipaw & Berry Lane,63
Astor Place,Dey St,10
Astor Place,Dixon Mills,40
Astor Place,Essex Light Rail,34
Astor Place,Fairmount Ave,27
Astor Place,Glenwood Ave,20
Astor Place,Grand St,14
Astor Place,Grant Ave & MLK Dr,13
Astor Place,Grove St PATH,331
Astor Place,Hamilton Park,29
Astor Place,Harborside,27
Astor Place,Heights Elevator,10
Astor Place,Hilltop,53
Astor Place,Hoboken Ave at Monmouth St,68
Astor Place,Hoboken Terminal - Hudson St & Hudson Pl,7
Astor Place,Hoboken Terminal - River St & Hudson Pl,16
Astor Place,Hudson St & 4 St,3
Astor Place,JC Medical Center,26
Astor Place,Jackson Square,55
Astor Place,Jersey & 3rd,15
Astor Place,Jersey & 6th St,15
Astor Place,Journal Square,370
Astor Place,Lafayette Park,107
Astor Place,Laight St & Hudson St,1
Astor Place,Leonard Gordon Park,12
Astor Place,Liberty Light Rail,40
Astor Place,Lincoln Park,53
Astor Place,Manila & 1st,22
Astor Place,Marin Light Rail,50
Astor Place,Marshall St & 2 St,1
Astor Place,McGinley Square,156
Astor Place,Monmouth and 6th,28
Astor Place,Montgomery St,102
Astor Place,Morris Canal,11
Astor Place,Newark Ave,57
Astor Place,Newport PATH,43
Astor Place,Newport Pkwy,16
Astor Place,Oakland Ave,4
Astor Place,Paulus Hook,27
Astor Place,Pershing Field,86
Astor Place,Riverview Park,4
Astor Place,Sip Ave,813
Astor Place,South Waterfront Walkway - Sinatra Dr & 1 St,11
Astor Place,Southwest Park - Jackson St & Observer Hwy,1
Astor Place,Stevens - River Ter & 6 St,1
Astor Place,Union St,34
Astor Place,Van Vorst Park,36
Astor Place,W 67 St & Broadway,1
Astor Place,W 70 St & Amsterdam Ave,1
Astor Place,Warren St,14
Astor Place,Washington St,40
Astor Place,Willow Ave & 12 St,1
Baldwin at Montgomery,11 St & Washington St,2
Baldwin at Montgomery,12 St & Sinatra Dr N,5
Baldwin at Montgomery,14 St Ferry - 14 St & Shipyard Ln,1
Baldwin at Montgomery,4 St & Grand St,1
Baldwin at Montgomery,5 Corners Library,76
Baldwin at Montgomery,6 St & Grand St,1
Baldwin at Montgomery,7 St & Monroe St,3
Baldwin at Montgomery,8 St & Washington St,9
Baldwin at Montgomery,9 St HBLR - Jackson St & 8 St,5
Baldwin at Montgomery,Adams St & 2 St,6
Baldwin at Montgomery,Astor Place,58
Baldwin at Montgomery,Baldwin at Montgomery,546
Baldwin at Montgomery,Bergen Ave,58
Baldwin at Montgomery,Bergen Ave & Sip Ave,602
Baldwin at Montgomery,Bergen Ave & Stegman St,17
Baldwin at Montgomery,Bloomfield St & 15 St,9
Baldwin at Montgomery,Brunswick & 6th,56
Baldwin at Montgomery,Brunswick St,86
Baldwin at Montgomery,Christ Hospital,15
Baldwin at Montgomery,Church Sq Park - 5 St & Park Ave,38
Baldwin at Montgomery,City Hall,348
Baldwin at Montgomery,City Hall - Washington St & 1 St,19
Baldwin at Montgomery,Clinton St & 7 St,2
Baldwin at Montgomery,Clinton St & Newark St,5
Baldwin at Montgomery,Columbus Dr at Exchange Pl,160
Baldwin at Montgomery,Columbus Drive,64
Baldwin at Montgomery,Columbus Park - Clinton St & 9 St,4
Baldwin at Montgomery,Communipaw & Berry Lane,64
Baldwin at Montgomery,Dey St,10
Baldwin at Montgomery,Dixon Mills,144
Baldwin at Montgomery,E 4 St & 2 Ave,1
Baldwin at Montgomery,Essex Light Rail,15
Baldwin at Montgomery,Fairmount Ave,58
Baldwin at Montgomery,Glenwood Ave,21
Baldwin at Montgomery,Grand St,62
Baldwin at Montgomery,Grand St & 14 St,13
Baldwin at Montgomery,Grant Ave & MLK Dr,3
Baldwin at Montgomery,Grove St PATH,1703
Baldwin at Montgomery,Hamilton Park,172
Baldwin at Montgomery,Harborside,100
Baldwin at Montgomery,Heights Elevator,24
Baldwin at Montgomery,Hilltop,148
Baldwin at Montgomery,Hoboken Ave at Monmouth St,41
Baldwin at Montgomery,Hoboken Terminal - Hudson St & Hudson Pl,22
